"","text","created_at","user_location"
"72630"," agree     even though  got  vaccine  realize  may   best  everybody",2021-07-23,""
"72631","yeah   becoming  real problem please get fucking vaccinated

covid19 deltavariant",2021-07-23,"Rochester, New York (Greece)"
"72634"," appreciate  colleagues isd staff   legal counsel  making  covid19 vaccination incentive possible protecting isd staff  students  ensuring  employees  healthy   campus    classrooms teaching  students  money well spent smcisd",2021-07-23,"San Marcos, Texas"
"72643"," essential  vaccinated people continue  follow winter covid19 public health guidance  eligible unvaccinated people  take  inoculation asap children    vaccinated    moderate  severe cases due  variants think   children",2021-07-23,"United States"
"72645","diet  exercise  like  boost   vaccine  without  vaccine healthy people can still die   virus",2021-07-23,"Phoenix, AZ"
"72664"," black communities    reluctant  least vaccinated  race stop listening  msm  makes  point mute",2021-07-23,"Eastern Shore Maryland"
"72672"," urging parents  eligible kids  get  vaccinated prior   sta  school",2021-07-23,"Madison"
"72680","several highprofile republicans  recently embraced  coronavirus vaccine others  still stepping   messageviacovid19 coronavirus coronaviruspandemic covidvaccine getvaccinated",2021-07-23,"Los Angeles/Palm Springs, Ca"
"72690","world covid19 vaccination rate  13 japan 23 usa 49 georgia 38 three states florida texas  missouri 40  positive tests team usa 100 athletes unvaccinated delta variant  bad super spreader events everywhere yet resistance  vaccinations  masks continues",2021-07-23,"Atlanta via Seattle"
"72692","students    vaccinated     close contact      quarantine stay  class go  games hang    fresh get vaccinated",2021-07-23,"Hattiesburg, MS"
"72698","love  covid19 vaccination   mandatory   health care facilitiesand lets  honest businesses ",2021-07-23,"Nashville, TN"
"72702","vaccinated people can come   deltavariant infections   overwhelmingly asymptomatic  mild

breakthrough infections raise  possibility  yet unresolved  vaccinated may spread  virus  others


",2021-07-23,"Stanford, CA"
"72703","lots  nycli parents pissed right now  requiring  camp staff  vaccinated dumb",2021-07-23,"nyc"
"72730","couldnt agree withmore onabout thepolicy  vaccines  covid19 ok dhop dont get vaccinated   america  free   get   dont fvck wit  money   goin   problem",2021-07-23,"DFW"
"72731","226000 new york city kids ages 1217   vaccinated   covid19 vaccine mayor bill de blasio says  morning tothat represents  43   coho  says",2021-07-23,"New York, NY"
"72740","    adults need  get vaccinated

sleepaway camp  new york says 31 campers  age 12 tested positive  covid19

",2021-07-23,"Wyoming, USA"
"72750"," lie cheat suppo racism suppo  worship trump staed  insurrection try  stop  im  black american  voting  future elections  voter suppression laws  turned   gqp dont like vaccines  end  covid19 pandemic hate vaccinated",2021-07-23,"McDonough, GA"
"72758","still   70 

25 countries   best covid19 vaccination rates   world

",2021-07-23,"South Los Angeles, Los Angeles"
"72763","jumping    screaming   itwhy   happening   wide open border allowing super spreader invaders  enter    vaccinated  required  mask   front heath care costs military help us protect  citizens now   become somalia",2021-07-23,"Pasadena, CA"
"72780","believe    first case  someone losing  job   nfl   refusal  take  vaccine shot wow",2021-07-23,"Miami, FL"
"72790","alex b   isnt  doctor   scientist  isnt citing actual science  neither    many   new uk deaths  vaccinated   actual scientific analysis   data say",2021-07-23,"Livonia, MI"
"72796","play stupid games win stupid prizes cant wait  people  try  say  vikings    wronghes  victim   choice  get  vaccine   also  vikings choice   employ    wont get  simple",2021-07-23,"Raleigh, NC"
"72798","happening now come get vaccinated   covid19 vaccination clinic happening today  10 am6pm  moreno valley high school walkins welcome  well  food fromresources raffles  giveaways",2021-07-23,"Moreno Valley, CA"
"72823","espn rick dennison   minnesota vikings assistant  refusing covid19 vaccine sources say


via",2021-07-23,"Queens, NY"
"72839"," texting enroll  1833vaxtext 8298398 vaccine recipients can opt  receive  weekly text reminder   second dose  covid19 vaccine   reminder     overdue   second dose  english  spanish",2021-07-23,"Port Washington, Wisconsin"
"72844"," issue  whether    case  means hospitalization  serious condition  mild symptoms  vaccinated ppl get delta variant  covid19  supposed    mild    arent dying  vaccinated",2021-07-23,"OREGON, BLUE STATE"
"72847","kings county california  repoing  84 weekly increase  covid19 infections  county  one   lowest vaccinations rates   state  29  residents fully vaccinated",2021-07-23,"Fresno, CA"
"72861","  come  one   community covid19 vaccination events  team    vaccine ready     arrive   takes   minutes  receive  vaccine     lot  care  goes   dose

events",2021-07-23,"Nashville Tennessee"
"72868","  fucking infuriating   100  fault  people  refuse    pa either  getting vaccinated  masking  either     made  unnecessaryits time   vaxed  de facto requirement  paicipate  society 12",2021-07-23,"St. Louis, often Orlando"
"72879"," must establish mandatory covid19 vaccine passpos   businesses public venues  travel   now  pandemic   unvaccinated  responsible individuals   sacrifice  behalf  selfish ignorant antivaxxers",2021-07-23,"Capitol Hill, Seattle"
"72893","businesses can ask customers    vaccinated  covid19 without fearing legal repercussions according  legal expes  factcheckers",2021-07-23,"Cleveland, OH"
"72907","please get vaccinated   can end  nightmare",2021-07-23,""
"72911","sean penn refuses  film gaslit tv series   cast  crew get covid19 vaccine repo",2021-07-23,"Fayette City, PA"
"72917"," want  feel bad   defiance  willful ignorance infected  many  people   died  getting vaccinated   act  selfishness",2021-07-23,"Denver, CO"
"72920","companies can fire someone   dont comply   standards  includes requirements like vaccines healthcare   mandated    flu mmr hep b  now coronavirus vaccine good   patriots",2021-07-23,"Massachusetts"
"72927","reminder   community vaccination clinic  happening tomorrow atin burbank  appointment necessary",2021-07-23,"Burbank, California"
"72928","lots  moving pas    team  one unvaccinated player test positive  covid19   game
  alone  disqualified     forfeitcould  player  dismissed  refusing   vaccinated
   breakthrough     vaxxed",2021-07-23,"standing watch at Hells Gate"
"72929","  really refuse  get vaccinatedwith  national us covid19 rates going back   dont know   tell  dang covidisnotover",2021-07-23,"Humble, TX"
"72943","businesses can ask customers    vaccinated  covid19 without fearing legal repercussions according  legal expes  factcheckers",2021-07-23,"Pittsburgh"
"72947","businesses can ask customers    vaccinated  covid19 without fearing legal repercussions according  legal expes  factcheckers",2021-07-23,"Santa Fe, NM"
"72963","  dems   vaccinated   texas dems escaping  dc suffering  covid19  spreading   others including  wh",2021-07-23,"Raleigh, NC"
"72977"," vaccine  completely safe   totally recommend getting    developed mrna vaccines   scientific field rather recently however  allow  us  replicate  covid19 protein  imitates covid19 due  redundancy   gene code",2021-07-24,"Los Angeles, CA"
"73003","just say  vaccinatedmost good ideas  simple vaccines vaccination covid19",2021-07-24,"Singapore"
"73014","  vaccine     works   long    made    purpose vaccine  coronaviruses since  original sars back   2012     test  whether  worked   specific coronavirus",2021-07-24,"Orlando, FL"
"73030","get  vaccine covid19",2021-07-24,"Harris County, Texas "
"73040","please get vaccinated",2021-07-24,"Pasadena, CA"
"73043"," 50   population   vaccinated    carriers",2021-07-24,"Las Vegas, NV"
"73058","although  comment made  president biden  slightly incorrect  vast majority  new covid deathscases  unvaccinated peopleif people just got  vaccine covid    thing   past  now covid covid19 vaccinepasspos",2021-07-24,"California, USA"
"73069","another one bite  dust
  dont want  read one  
get vaccinated trumper",2021-07-24,"Suwanee, GA"
"73086","ps    fda dragging  feet  approving covid19 vaccine  sooner    sooner  can eliminate    excuse  anti vaxxers",2021-07-24,""
"73098","please show proof  explain    know  im talking  map shows  almost   us counties  covid19  surging  vaccination rates  40",2021-07-24,"McDonough, GA"
"73099","super easy chance  get  covid19 vaccine today 9amnoon  9227 n 10th avenue phoenix az  appointment needed covid19vaccine vaccinessavelives ld28",2021-07-24,""
"73100"," understand   im sorry  paint   broad brush    explain 
map shows  almost   us counties  covid19  surging  vaccination rates  40",2021-07-24,"McDonough, GA"
"73110","lol  know things  bad   guy  saying get vaccinated",2021-07-24,"Probably I-35"
"73124"," parent    let  teenage child get vaccinated  covid19  guilty  child endangerment",2021-07-24,"Southridge Fontana, CA"
"73141"," governorof alabamaneeds  big thanks love   put  danger    vaccinated   leveltrump voters  understand 
one thing  sure  rogers   field day  trump covid19a democratic hoax",2021-07-24,"Lawton Oklahoma"
"73143","yup vaccinated ppl may  well   immunocompromised cant prove  wrong   juncture  save  shade please",2021-07-24,"🇺🇲"
"73158","really  please launch  get vaccinated campaign   coronavirus mutates amp  surging",2021-07-24,"Exeter, CA"
"73165","   care

ppl vaccinated  still getting covid19 

  werent youve gotten covidvaccine 
mind 

whats wrong  enough problems  life",2021-07-24,"New Jersey, USA"
"73175","   sta keeping count  people  fully vaccinated    suspect denominator ",2021-07-24,"United States"
"73182"," havent   vaccinated  covid19 raging people explain  took  long

",2021-07-24,""
"73186","  can see  city  la  expanded  free vaccination eligibility  even include new york yankees fans good news     now remain  good health   able  witness dodgers win another title later  year",2021-07-24,"City Hall, Los Angeles, CA"
"73197","drug pitched  trump  covid19 comes   deadly plant 
antivaxxers vaccinated vaccinepasspos antivaxxer snakeoilsalesmen",2021-07-24,"Oceanside/San Diego County, CA"
"73202"," covid19 deltavariant  going  wreck havoc   country    escaped covid  first time around  didnt get  vaccine  going     impacted hope im wrong",2021-07-24,"Los Angeles, CA"
"73210","  securing  southern border  illegals entering  country  almost 200000 per month   vaccinated  tested  documented immigrants  surely spreading covid19   ship  cross country

",2021-07-24,""
"73233","need  covid19 vaccination come   warmspringelementary  highland  7pm  free vaccination  food",2021-07-25,"San Bernardino, Ca"
"73243","just    150 people  died  nearly 600   hospitalized  illinois due  covid19  breakthrough cases    fully vaccinated according  state health officials nbc5 chicago",2021-07-25,""
"73272","nothing  100 sir  aicle  give   answer  seek 

  delta variant means  vaccinated  unvaccinated peoplecovid19johns hopkins bloomberg school  public health",2021-07-25,"McDonough, GA"
"73277","doctors  public health officials urge  eligible people  get  covid19 vaccine  delta variant spreads",2021-07-25,"Clearwater Beach| St.Pete 😎🌴"
"73295"," students   university   teach  required   fully vaccinated  coronavirus  arriving  campus  fall  confirm proof  vaccination  august 1",2021-07-25,"36.8508° N, 76.2859° W"
"73330","   37   vaccinated     keep risking high exposure rates  covid19  taking  home   families",2021-07-25,"McDonough, GA"
"73333","nothing   efficacy   vaccine  thinking    family  safer without     tantrum  theyll risk   lives     light years beyond idiocracy fodder",2021-07-25,"Denver, CO"
"73334","oh ffs trump  vaccinated    softcore porn actress     hellspawn    fox folk trump authorized operation warp speed   hell  wrong  people trump   lousy president andis rocking  job suck   buttercups",2021-07-25,"Crossroads of America (KCMO)"
"73345","ok   vaccinated doctors  nurses  keep getting exposed  high rates  covid19  unvaccinated patients wouldnt  wear   vaccines  time especially since  keep receiving high dosages sooner  later   get breakthrough infections",2021-07-25,"McDonough, GA"
"73386","   vaccinated     second  third time testing positive  covid19 
maybe returning  normal  still  bit  course",2021-07-25,"S.F. area in Cali"
"73395"," agree people   freedom  decide      body  just didnt realize  many people  decide   get vaccinated  blows  mind   going  end   everything shutdown   things keep going  way
covidvaccine 
covid19",2021-07-25,"Raleigh NC"
"73397","    prohibit ceain health care entities  revealing ceain health information  patients 

people  well  employers can ask     received  covid19 vaccine 

hipaafacts",2021-07-25,"Iowa Park, TX"
"73403"," federal employees    get vaccinatedto keep  jobs",2021-07-25,""
"73419","im fully vaccinated  well",2021-07-25,"Worldwide 🌏"
"73425","possible amp avoid people   costthey may like   vaccinatedor act like everything  fine wear  mask  catch covid19 amp die smhpeople   ignorant 22",2021-07-25,""
"73437"," vaccine    trump covid19 coronavirus",2021-07-25,"Los Angeles, CA"
"73444","get vaccinated",2021-07-25,"Arizona"
"73460","   take getting  covid   push  message  vaccines work oh    right  always thought covid   hoax    deranged leader get vaccinated",2021-07-25,"Houston, TX"
"73470","  false show  work    citethis analysis shows 150 deaths among vaccinated   18000 deaths   us  may    8 vaccinated",2021-07-26,"Seattle, WA"
"73486","unvaccinated staff hospitals  require  employees   vaccinated  public health",2021-07-26,"St Louis, MO"
"73491","miamidade county opens new mobile covid19 testing  vaccination sites",2021-07-26,"Miami, FL"
"73492"," guess republicans finally  woke  realized  largest number  covid19 deaths  republicans voters  now   calling  people  get vaccinated
lol republicans  now woke  covid19  deaths  vaccinations",2021-07-26,"Temple, TX"
"73499","please consdier getting vaccinated nowplease  longer communicates  urgency   facing use  imperative unapologeticallyhospitalizations increasing  la county repos   2000 new coronavirus cases
",2021-07-26,"Los Angeles, CA"
"73502","     havent gotten vaccinated  whatever reason now    really good time  get one    late getvaccinatednow",2021-07-26,"All of Time and Space"
"73513","  brilliant 
bottom line get vaccinated
covid19 covidvaccine",2021-07-26,"Upstate New York City"
"73525"," el paso     talk   national news   taken  seriously 64 fully vaxed  people still wearing masks  public also thats  counting military  vets  dod wont release  many r vaccinated im one   vets  hasnt  included",2021-07-26,"El Paso "
"73532","51  non vaccinated people   country believe  covid19 vaccine   microchip  

   reason  ",2021-07-26,"USA"
"73534"," vaccinatedand wearing  masks  killing children now  indonesiatoday perhaps others  learn   catostrophic loss  life  small children catching  virus today",2021-07-26,"West Palm Beach, FL"
"73566","just get vaccinated",2021-07-26,"Richmond, IN"
"73580"," account   identified  one   handful responsible  disseminating    covid vaccine misinformation    still   running robekennedyjrbelairviv covid19covid19 vaccineswork vaxxed getvaccinatednow antivax",2021-07-26,""
"73581"," maga republicans   allies  literally killing americans  politicizing  stifling  heroic patriotic covid19 vaccination effo remember    vote  local elections  november    2022 midterms vaccineswork",2021-07-26,"Jackson, MS"
"73583","stick  music buffoonericclapton belairviv covid19 covid covid19 covidvaccine vaccine vaxxed antivax",2021-07-26,""
"73590","   fda waiting    job approve  vaccinecovid19 covid19vaccine vaccine covishield vaccination antivax vaxxed belairviv",2021-07-26,""
"73592","oh yeah  thank    person  brought    memory care yes  husband s mom  covid19   asymptomaticwe  appreciate  prayers even    please get vaccinated",2021-07-26,""
"73593","need  people like  vaccinated covid19  still real",2021-07-26,"Florida, USA"
"73599"," people really  see  absolutely moronic    continue  test vaccinated people   continue    covid  literally never go away   never ever  zero covid cases",2021-07-26,"Landis, North Carolina "
"73601","please get vaccinated",2021-07-26,""
"73631","need  information   covid19 vaccine   make  decision send us  dm",2021-07-26,"Kalamazoo, MI"
"73650","maybe   family    vaccinated  wouldnt     hard time right now  first  even second bouts   covid19 virus",2021-07-26,""
"73669","fully agree      places  can afford  rely   combination  testing social distancing  ventilation  lieu  mandatory vaccination  healthcare settings  nonnegotiable      safe  possible  workers  patients alike",2021-07-26,"Brooklyn, NY"
"73673"," must  vaccinated   want  eat  atlanta restaurant argosy  east atl village gastropub posted  sign   door last weekafter     workers tested positive  covid19   restaurants   ",2021-07-26,"Atlanta, GA"
"73675","  hoping   make  flu vaccine mandatory 

",2021-07-26,"Southern California, USA"
"73681","thanks towe  back  wearing maskshade  done   promote  vaccine       list",2021-07-26,"Missouri, USA"
"73709","    republican  though getting  covid19 vaccine    brainer
 caught  lot  shit  ",2021-07-26,"Skagit County Washington"
"73725","california  now giving people  free blunt   get  covid19 vaccination bless  state",2021-07-26,"Los Angeles, CA"
"73758"," mayo clinic employees required  get covid19 vaccine  face training  restrictions rochmn mayoclinic",2021-07-26,"Rochester, Minnesota"
"73763"," mix  covid cases  vaccine hesitancy rising  seems    next step 

orange county tax collector  require employees  get vaccinated  joins  growing list  includes city  new york  us depament  veterans affairs",2021-07-27,"Orlando, FL"
"73768","mayo clinic calls  mandatory covid19 vaccination  staff  patients expect   safevia",2021-07-27,"Miami, FL"
"73771","governor newsome announces new vaccine passpos   state emoloyees  begin next month  ca
",2021-07-27,"California"
"73781"," white house  friday refused  release  number  covid19 infections among vaccinated staff known  breakthrough cases  one aide tested positive earlier last week   repoers pressed  greater disclosure

",2021-07-27,"Florida, USA"
"73789","biden calls repoer pain   neck  question  veterans affairs covid19 vaccine mandate

 hes just  old feeble minded fool  thinks  god   real  suffers  dementia",2021-07-27,""
"73790","wear  disguise keep telling everyone  know youre  vaccinated  assuage  giant ego  please please please get vaccinated covidkills vaccinated covid19",2021-07-27,"Chapel hill, NC"
"73793","hey  yall get vaccinatedif noton behalf   family  friends  lost  covid19fuck   selfish assholes",2021-07-27,"Arkansas, USA"
"73794"," topic  needs   highlighted  acknowledged   media   government     us    covid19   need  vaccine    protected  unlike  vaccinated group    catch  transmit  virus",2021-07-27,"Southlake, Texas"
"73807","thread  depressing  good aicle also shows  political meme  red state vaccine hesitancy   just misguided republicans    wrong bit causing problem  get worse lagov",2021-07-27,"Louisianaw"
"73824","quick take fromon newproposed ca healthcare worker covid19 vaccine mandate",2021-07-27,"San Diego, CA"
"73836"," stop  state  healthcare workers mandatory vaccination   far  effective tool 2 stop runaway coronavirus cases amp fuher lockdowns ca  imposing now requirement 4  public school students age 12 amp older teachers  staff",2021-07-27,"San Leandro, CA"
"73842","    projecting  get  200000 cases  covid19 per day thank  antivaccers   placing everyone  jeopardy  just   need  federal vaccine mandate yesterday",2021-07-27,""
"73845"," interviewed alongsidebymadison wisc   tale  two pandemics

  15 minute discussion  common s regarding  covid19 vaccine    go   hope  can give   listen    time
",2021-07-27,"Boston, MA"
"73853","   fake news btwthe vaccine   alleviate symptoms 

 saying   get vaxxed btwim saying  know  little   disease   enough   said  treatment",2021-07-27,"NYC n SF mostly"
"73865","mask mandates vaccine requirements   rules  come  local officials   state",2021-07-27,"New York, VA"
"73882"," staffing shoages  growing concern across new york one healthcare union says   concerned  covid19 vaccine mandate  decrease  workforce fuher

",2021-07-27,"Albany, NY"
"73884","unfounately im reading   surprisingly low number  health care workers  vaccinated shocking
",2021-07-27,"Long Beach, CA"
"73885","jea resumes mask requirement  employees urges covid19 vaccination  stop summer surgevia",2021-07-27,"Jacksonville, FL"
"73890"," stop  state  healthcare workers mandatory vaccination   far  effective tool 2 stop runaway coronavirus cases amp fuher lockdowns ca  impose now vaccine requirement 4  public school students age 12 amp older teachers  staff",2021-07-27,"San Leandro, CA"
"73899","personal choice  run  red lightkill someone     faultget vaccinated  save  lifemay   ",2021-07-27,"Ashland, MO"
"73900"," 7day average  now just shy  1200 get vaccinated stay safe",2021-07-27,"Jackson, MS"
"73901","thanks unvaccinated people  selfishness  lead      care   matters        control congratulations yes     ppl  shouldnt get vaccinated  difference  theyre taking  doctors advice",2021-07-27,"Kirkland, Washington"
"73913","   annoying always try    right thing    others  whole family  vaccinated      protect   willingly refusing  vaccine covid19",2021-07-27,"Cleveland, Ohio"
"73919","  government takes   hardline approach  smoking tobacco   coronavirus vaccine  truly mind boggling",2021-07-27,"Tariffville, CT"
"73924","situations change
 many people  listening  bad misleading amp conspiratorial messaging  vaccination  general safety guidelines
 now   getting pulled back 
covid19 staysafe

",2021-07-27,"Pensacola, FL"
"73927","parents say  smaparents split  covid19 vaccine  young kids poll finds

",2021-07-27,""
"73931","andhit  pavement yesterday   county  urge unvaccinated residents  get  vaccine  effos  stop  spread   new covid19 delta variant 
",2021-07-27,"Chicago, IL "
"73933","just    150 people  died  nearly 600   hospitalized  illinois due  covid19  breakthrough cases    fully vaccinated according  state health officials nbc5 chicago",2021-07-27,""
"73941","sorry    pity    others like   refused   vaccinated   idiotsaid    hoak   bought  ",2021-07-27,"North Las Vegas, Nevada"
"73950","california state university  implement covid19 vaccination requirement  fall 2021 termcsucsu",2021-07-27,"Long Beach, CA"
"73951","moments like last night   can make  case   covid19 vaccine  hold  leading gop elected officials  examples  one   key reasons   love going onthanksand teamfor   ",2021-07-27,"Washington, DC"
"73952","coronavirus cdc  recommend masks  worn  schools regardless  vaccination status repo says



sent   samsung smg986u",2021-07-27,"Charlotte, NC"
"73954","great ideaespecially since  still    vaccine   youngest children protectourchildren",2021-07-27,"Sonoma, California"
"73959","breakingwill require  new hires regardless  position   vaccinated  covid19 

metro says  vaccine  remain optional  current employees   direction   sheriff 

",2021-07-27,"Las Vegas, NV | San Jose, CA"
"73998","pfizer astrazeneca vaccine antibodies may reduce  50  23 months lancet studycoronavirus outbreak news",2021-07-27,"Lucknow, India"
"74007","says deltavariant  surging   us   contagious  previous versions  covid19 get vaccinated  wear  mask    cdc recommends everyone  areas  substantial  high transmission wear  mask even  vaccinated 

",2021-07-27,"Jackson, TN"
"74039"," theyre    right thing look   low vaccination numbers",2021-07-27,"Iowa City, IA"
"74041","breaking vaccinated people spreading covid19new mask mandatesvia",2021-07-27,"fema region V "
"74063","just    150 people  died  nearly 600   hospitalized  illinois due  covid19  breakthrough cases    fully vaccinated according  state health officials nbc5 chicago",2021-07-27,""
"74067","fully vaccinated noh texas doctor gets covid19 breakthrough infection

",2021-07-27,"Dallas, TX"
"74074"," remember    proof   least 1 vaccine hep c might       sta  ocu   freshman    big deal   shouldnt  now",2021-07-27,"580, OK "
"74075"," time  took   long
  scared    gopled news media might say
 americans   individual right  self protection get  vaccine save   life save  childrens lives
 time  tax  religious groups god wills ",2021-07-27,""
"74084"," kiddo got  vaccination   ",2021-07-27,"South Salt Lake, UT"
"74109","  mask  vaccinated ",2021-07-28,"Big Orange Country"
"74113"," individuals   unwilling  get  covid19 vaccination putting everyone elses health  jeopardy surpolitics 

call 1855sheryl1  tellphone lines open 24hrs  day sur",2021-07-28,"United States"
"74116"," surprised       many people refused  get vaccinated 
   never going  go away  people dont   fucking pa   point  youre able  get vaccinated  arent   think   political statement  youre  asshole",2021-07-28,"New Jersey, USA"
"74146","996

 percentage  people hospitalized due  covid19     vaccinated",2021-07-28,"West Fargo, ND"
"74157"," gop death cult mentality  rejecting vaccine science  fostering  armed insurrection  doom  fates  place  historyresults covid19  purge antivaccination  voting rolls  surviving voters  purge republicans  office",2021-07-28,"Detroit"
"74168","covid19 vaccine doses administered per 100 people jul 27 2021",2021-07-28,"United States"
"74182","charles barkley covid19 vaccine   mandatory   nba",2021-07-28,"New York, NY"
"74200","mandating covid19 vaccine  course    optimal solution  honor system  simply   viable solution   atmosphere  intense  illogical paisan divideuntil   vaccinated  virus  eventually mutate  overcome vaccine hence",2021-07-28,""
"74229","pfizer data suggest third dose  covid19 vaccine strongly boosts protection  delta variantmore details",2021-07-28,"Puyallup, WA"
"74238","  go   hospitala nurse tells   amp   constituents wont get vaccinated   believe   conspiracy theories    trust going   hospital  doctors offices unless  know   vaccinated",2021-07-28,"Decatur, IL"
"74248","right way   thingswhat life  like  americas  vaccinated state

",2021-07-28,"Great Lakes State"
"74267","small percentage  people fully vaccinated  covid19  still develop covid19 illness covid19 vaccines  effective however  small percentage  people   fully vaccinated  still get covid19    exposed   virus  causes  source cdc",2021-07-28,"Melbourne, FL"
"74278"," covid19 cases continue  spike   communityshares updated guidelines  encourages everyone  get vaccinated  wear  mask maskupmiami masksonmiami",2021-07-28,"Miami, Florida"
"74280"," amp others  avoid getting vaccinated  covid19  dooming  entire usa  another winter huddled inside distance   family  friends  enjoying cultural events   delta variant  overwhelm  hospitals  thanks",2021-07-28,"Illinois"
"74306","  just pour  vaccine   cup  sprite   become invincible",2021-07-28,"VA // CO"
"74324","interesting   nose   covid19 vaccination needle",2021-07-28,"Utah, USA"
"74327","dude    vaccine   100   said  cdc never said  vaccine makes  person immune just    minimize  severity  covid19   vaccinated viruses mutate   fact",2021-07-28,"Plattsburgh, NY"
"74328"," see joe biden   democrat marxist pay pushing  hard  mass public vaccinations   coronavirus  claims  republican pay  denies  refuses  take  vaccination isnt thats sma revealing  doesnt know yhvh god
",2021-07-28,"Prunedale, CA"
"74330","get vaccinatedwear  maskor sadly      going  see   ",2021-07-28,"The world via Memphis, TN ✈️🌎"
"74340","sadly  now face dear friends  relatives  refuse   vaccinated   immune compromised  husband  immune compromised  died  covid19  caught   dr visit  followed   precautions people  selfish   kill   decision",2021-07-28,"Texas, USA"
"74353","97 

just  clarify   real people 
  24043   24787 people hospitalized  week

please urge family friends  patients  get vaccinated",2021-07-28,"Ann Arbor, MI"
"74368","   go

 employees providers  volunteers  contract staff must   vaccine  oct 1
",2021-07-28,""
"74391","  trying  hard  blame pro vaccine politicians  pressuring   vaccinemask   coronavirus",2021-07-28,""
"74395","nyc  pay people 100  get covid19 vaccine

covid getvaccinatednow
getvaccinated vaccinated 

",2021-07-28,"New York City"
"74412"," vaccination   80 effective based   stat",2021-07-28,"Queensbury, NY"
"74417","maybe  unvaccinated buddies need letters   insurance companies  says
 can decide   get vaccinated   advised     pay   medical costs  occur   contract  virus
covid19",2021-07-28,"Downtown SLC"
"74439","exactly   need    close  normal  possible school year hold vaccine clinics  open house test  ton  schools  follow  data especially  areas like onondaga county  vax rates  high  covid numbers  low",2021-07-29,"Camillus, NY"
"74446","currently    5 texas universities requiring  students get vaccinated   move  next month 

",2021-07-29,"Austin, TX"
"74466","get vaccinated covidisnotover deltavariant covid19 tiktok",2021-07-29,"Fargo, ND"
"74472","  absolutely begging   get vaccinated",2021-07-29,"Planet Earth"
"74490","tara shaver  prolife group aboion free new mexico  citing vaers  one vaccinerepoing poal  claim women   harmed

shaver says  covid19 vaccine   recommended  pregnant women    never tested  
",2021-07-29,"Albuquerque, New Mexico"
"74491","pfizer sales data shows 3rd dose   covid19 vaccine strongly boosts protection  delta variant revealed  earnings call  23 people indicating increased antibodies amp profits",2021-07-29,"Arlington, TX"
"74493","love  convo  one   favorite neighborhood spots turns  people  just go get  shot  stop  covid stuff covidisnotover vaccinated covid19",2021-07-29,"Houston, TX"
"74500","arkansas childrens hospitals repo record high number  children hospitalized  covid19 get  vaccinemy 12year old daughter got  vaccine   think   put   risk  coronavirus covidvaccine covidcnn thursday
",2021-07-29,""
"74508","can someone preferably working  healthcare explain    unnatural antibodies   vaccine boost  protection vs  natural antibodies     covid 

 genuinely  like  understand",2021-07-29,"Atlanta "
"74520"," seems somewhat possible   surge  coronavirus cases   center   country  places  low vaccination rates   highly contagious version   virus  perhaps  related  people crossing  border  mexico",2021-07-29,""
"74530"," vaccinated   wear  mask    vaccinated person gets  mild case  covid19  zero symptons  gives   virus   none vaccinated person   kill  none vaccinated person     ",2021-07-29,"Conyers, GA "
"74536","   liable   allowed someone     vaccinated  covid19gave  disease  someone else   likely   one",2021-07-29,""
"74549","im vaccinated dumbass   sketchy ass vaccine     wouldnt   mask  

also people  getting   covid  border patrol pick   

",2021-07-29,"IN A VAN DOWN BY THE RIVER!!!"
"74562","happy  people  getting vaccinated sad   think    hide ",2021-07-29,"Philadelphia, PA"
"74602"," course  can catch  virus   vaccinated    magic shield 

 immune system handles  better       vaxxed thats  whole point   vaccine",2021-07-29,"Neoga, IL, USA"
"74612","wear  mask   wearing mines    person  know    covid19 vaccine  ",2021-07-29,""
"74618","  fun believing   choice   vaccinated   suppoed  politics har har back   mask keeping  littles free  coronavirus despite everyone else  giving  shit   wednesdaymotivation",2021-07-29,"politically homeless 45387"
"74639","  fact theyre  wanting  wear masks  get vaccinated 
 lemme make  easier    huge swathe  old dudes     age group  60s   105   several    refusing  acknowledge covid19   problem 
  help",2021-07-29,"Louisville, kentucky"
"74653","sad   sad   500k people elected   get vaccinated",2021-07-29,"Utah, USA"
"74722","33yearold fully vaccinated woman repoedly dies  covid19 complications  rare breakthrough case lets stop calling  rare theyre  repoed every single day deltavariant novaccinepasspos",2021-07-29,"Ojai, CA"
"74744"," tells  story fl al miss la  lowest vaccinatedand highest cases",2021-07-29,"Denver, CO"
"74747","bitches  getting 100  get vaccinated   rest  us      just good human beings",2021-07-29,""
"74788","way  go union county
21 new cases today bringing  7 day average   13 per day
 know  right
      bunch  selfish maskholes youre  bunch  ignorant antivaxxers 
weve got  vaccination rate  36 idiots
getvaccinated
covid19",2021-07-29,"R'lyeh"
"74818"," anyone unaware    cost   vaccine just like go  walgreens  sign  

1st dose felt basically nothing
2nd dose like  flu  24 hours   fine",2021-07-29,"Las Vegas, NV"
"74828"," think  lot depends  world vaccination rates    lot  variants     paying attention   eek mutation     ",2021-07-29,"Tucson, Az"
"74843","actually  see  pointnot  vaccinated  dying  covid19   ultimate freedom  understand now",2021-07-30,"Los Angeles"
"74863"," overheard people nearby explain without  reserve  need  covid19 vaccination  random others joining  agreement just   public setting made  remember      alone power throughhealthcare workers",2021-07-30,""
"74877","just    150 people  died  nearly 600   hospitalized  illinois due  covid19  breakthrough cases    fully vaccinated according  state health officials nbc5 chicago",2021-07-30,""
